X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class,Aspect_Ratio,Perimeter_Ratio,Luminosity_Range,Avg_Luminosity,Compactness,Class_Encoded
51,64,661248,661284.0,297,59.0,43,34779.0,110,127,1353,0,1,70,0.0754,0.3654,0.3611,0.0096,0.2203,0.8372,1.0,2.4728,1.1139,1.5563,0.6389,-0.0852,0.7512,Other_Faults,0.35135135135135137,1.3409090909090908,17,116.70805369127517,0.08529580700746697,3
1672,1712,116120,116370.0,1929,187.5,188,193244.5,19,120,1715,0,1,50,0.0035,0.4677,0.16,0.0233,0.1633,0.6329,1.0,3.7262,1.6021,2.3979,0.84,-0.3241,1.0,Other_Faults,0.1593625498007968,0.9920634920634921,101,100.12668393782383,0.0548677726500224,3
39,46,1135364,1135377.0,52,13.0,13,5448.0,87,126,1688,1,0,60,0.0462,0.4286,0.5385,0.0041,0.5385,1.0,1.0,1.716,0.8451,1.1139,0.4615,-0.1815,0.1965,Other_Faults,0.5,0.9285714285714286,39,102.79245283018868,0.3058823529411765,3
2,15,2629644,2629668.0,200,23.0,24,18075.0,77,110,1686,1,0,60,0.0024,0.359,0.5417,0.0077,0.5652,1.0,1.0,2.301,1.1139,1.3802,0.4583,-0.2939,0.5162,Other_Faults,0.52,0.92,33,89.92537313432835,0.37735849056603776,3
1644,1661,1554711,1554760.0,468,70.0,54,41524.0,80,101,1692,1,0,70,0.0366,0.4382,0.3469,0.01,0.2429,0.9074,1.0,2.6702,1.2305,1.6902,0.6531,-0.3068,0.9718,Other_Faults,0.34,1.2727272727272727,21,88.53731343283582,0.09549071618037135,3
1641,1666,1606625,1606671.0,652,49.0,48,56018.0,73,108,1688,1,0,70,0.0261,0.433,0.5435,0.0148,0.5102,0.9583,1.0,2.8142,1.3979,1.6628,0.4565,-0.3288,0.9965,Other_Faults,0.5319148936170213,1.0,35,85.78560490045942,0.2714404662781016,3
1677,1686,1846237,1846251.0,93,13.0,14,5606.0,42,100,1692,1,0,70,0.0071,0.2619,0.6429,0.0053,0.6923,1.0,1.0,1.9685,0.9542,1.1461,0.3571,-0.38760000000000006,0.2359,Other_Faults,0.6,0.8666666666666667,58,59.638297872340424,0.5470588235294118,3
1381,1447,3515903,3516104.0,1929,187.5,188,193244.5,68,124,1686,1,0,70,0.2835,0.475,0.3284,0.0391,0.2435,0.6341,1.0,3.8429,1.8195,2.3032,0.6716,-0.27,1.0,Other_Faults,0.32673267326732675,0.9920634920634921,56,100.12668393782383,0.0548677726500224,3
192,218,1283513,1283536.0,244,39.0,25,30769.0,113,140,1652,1,0,69,0.2324,0.592,0.8846,0.0157,0.6667,0.92,0.0,2.3874,1.415,1.3617,-0.1154,-0.0148,0.8778,Other_Faults,1.0833333333333333,1.5,27,125.58775510204082,0.16031537450722733,3
1543,1562,1312943,1312948.0,51,21.0,9,5843.0,102,127,1652,1,0,69,0.109,0.4632,0.2632,0.0115,0.9048,0.5556,0.0,1.7076,1.2787,0.699,-0.7368,-0.1049,0.2007,Other_Faults,3.1666666666666665,2.1,25,112.36538461538461,0.11538461538461539,3
833,856,276547,276554.0,80,24.0,12,9778.0,103,143,1692,1,0,140,0.9846,0.5031,0.3043,0.0136,0.9583,0.5833,0.0,1.9031,1.3617,0.8451,-0.6956,-0.0451,0.2806,Other_Faults,2.875,1.8461538461538463,40,120.71604938271605,0.1386481802426343,3
507,521,835980,835993.0,121,18.0,17,15526.0,119,141,1360,0,1,140,0.7456,0.3352,0.9286,0.0103,0.7778,0.7647,0.0,2.0828,1.1461,1.1139,-0.0714,0.0025,0.3097,Other_Faults,1.0,1.0,22,127.26229508196721,0.3723076923076923,3
780,804,3746641,3746649.0,99,30.0,18,13131.0,125,143,1378,0,1,40,0.8331,0.4844,0.3333,0.0174,0.8,0.4444,0.0,1.9956,1.3802,0.9031,-0.6667,0.0362,0.3241,Other_Faults,2.6666666666666665,1.5789473684210527,18,131.31,0.10987791342952276,3
35,52,3780021,3780044.0,252,21.0,23,27453.0,87,127,1378,0,1,40,0.0508,0.3555,0.7391,0.0123,0.8095,1.0,1.0,2.4014,1.2305,1.3617,0.2609,-0.1489,0.6438,Other_Faults,0.7083333333333334,0.875,40,108.5098814229249,0.5701357466063348,3
1015,1034,3982273,3982278.0,55,22.0,11,7553.0,132,143,1374,0,1,40,0.4949,0.4211,0.2632,0.0138,0.8636,0.4545,0.0,1.7404,1.2787,0.699,-0.7368,0.0729,0.2007,Other_Faults,3.1666666666666665,1.8333333333333333,11,134.875,0.1134020618556701,3
1146,1223,3997970,3998180.0,1929,187.5,188,193244.5,92,143,1366,0,1,40,0.2094,0.7878,0.3667,0.04885,0.2984,0.6364,1.0,3.5356,1.8865,2.3222,0.6333,-0.1135,1.0,Other_Faults,0.36492890995260663,0.9920634920634921,51,100.12668393782383,0.0548677726500224,3
1228,1267,4015601,4015618.0,271,56.0,26,32459.0,112,134,1370,0,1,40,0.1504,0.5913,0.4359,0.0285,0.6964,0.6539,0.0,2.433,1.5911,1.2305,-0.5641,-0.0643,0.9172,Other_Faults,2.1666666666666665,2.074074074074074,22,119.3345588235294,0.08638826904686006,3
406,417,4025551,4025564.0,89,14.0,13,11759.0,125,143,1370,0,1,40,0.5927,0.3776,0.8461,0.008,0.7857,1.0,1.0,1.9494,1.0414,1.1139,0.1539,0.0322,0.257,Other_Faults,0.7857142857142857,1.0,18,130.65555555555557,0.4517766497461929,3
1291,1305,4046506,4046520.0,131,16.0,15,13742.0,95,118,1346,0,1,40,0.0609,0.3316,1.0,0.0104,0.875,0.9333,0.5,2.1173,1.1461,1.1461,0.0,-0.1805,0.33,Other_Faults,0.9333333333333333,1.0,23,104.10606060606061,0.5097276264591439,3
1295,1308,4061997,4062020.0,138,25.0,25,7331.0,21,100,1348,0,1,40,0.0593,0.5385,0.5652,0.0096,0.52,0.92,1.0,2.1399,1.1139,1.3617,0.4348,-0.38760000000000006,0.4946,Other_Faults,0.5416666666666666,0.9615384615384616,79,52.7410071942446,0.22044728434504793,3
127,136,503783,503796.0,68,13.0,13,7873.0,102,134,1354,0,1,40,0.1876,0.4188,0.6923,0.0066,0.6923,1.0,1.0,1.8325,0.9542,1.1139,0.3077,-0.0955,0.2253,Other_Faults,0.6428571428571429,0.9285714285714286,32,114.10144927536231,0.4,3
1199,1207,585934,585950.0,90,13.0,16,11422.0,114,141,1354,0,1,40,0.2171,0.2969,0.5,0.0059,0.6154,1.0,1.0,1.9542,0.9031,1.2041,0.5,-0.0085,0.2384,Other_Faults,0.47058823529411764,0.7647058823529411,27,125.51648351648352,0.5294117647058824,3
221,245,638591,638600.0,72,36.0,12,9217.0,120,140,1352,0,1,40,0.3269,0.6667,0.375,0.0178,0.6667,0.75,0.0,1.8573,1.3802,0.9542,-0.625,0.0001,0.3601,Other_Faults,2.4,2.769230769230769,20,126.26027397260275,0.05551272166538165,3
1251,1258,660048,660060.0,57,12.0,12,6994.0,114,140,1352,0,1,40,0.1391,0.3214,0.5833,0.0052,0.5833,1.0,1.0,1.7559,0.8451,1.0792,0.4167,-0.0414,0.1892,Other_Faults,0.5384615384615384,0.9230769230769231,26,120.58620689655173,0.3931034482758621,3
23,32,893638,893649.0,63,10.0,11,7769.0,111,140,1350,0,1,40,0.0341,0.3636,0.8182,0.0067,0.9,1.0,1.0,1.7993,0.9542,1.0414,0.1818,-0.0366,0.2051,Other_Faults,0.75,0.8333333333333334,29,121.390625,0.6237623762376238,3
1327,1332,1432108,1432144.0,105,14.0,36,12615.0,111,135,1354,0,1,40,0.0325,0.4167,0.1389,0.0037,0.3571,1.0,1.0,2.0212,0.699,1.5563,0.8611,-0.0614,0.3068,Other_Faults,0.13513513513513514,0.3783783783783784,24,119.00943396226415,0.5329949238578681,3
1323,1328,1484300,1484326.0,86,13.0,26,10024.0,108,126,1352,0,1,40,0.0355,0.3385,0.1923,0.0037,0.3846,1.0,1.0,1.9345,0.699,1.415,0.8077,-0.0894,0.2408,Other_Faults,0.18518518518518517,0.48148148148148145,18,115.2183908045977,0.5058823529411764,3
1329,1332,1508691,1508724.0,74,12.0,33,8995.0,112,132,1352,0,1,40,0.0296,0.2525,0.0909,0.0022,0.25,1.0,1.0,1.8692,0.4771,1.5185,0.9091,-0.0504,0.2051,Other_Faults,0.08823529411764706,0.35294117647058826,20,119.93333333333334,0.5103448275862069,3
381,425,2601604,2601606.0,82,44.0,4,10361.0,58,164,1374,0,1,40,0.5546,0.0682,0.0454,0.032,1.0,0.5,0.0,1.9138,1.6435,0.301,-0.9546,-0.0129,0.1934,Other_Faults,14.666666666666666,8.8,106,124.83132530120481,0.042333505420753745,3
99,129,2634035,2634039.0,75,30.0,7,9556.0,104,149,1376,0,1,40,0.1439,0.375,0.1333,0.0218,1.0,0.5714,0.0,1.8751,1.4771,0.6021,-0.8667,-0.0046,0.2288,Other_Faults,6.0,3.75,45,125.73684210526316,0.08324084350721421,3
1392,1415,1215744,1215749.0,82,23.0,6,10827.0,123,141,1630,1,0,100,0.2638,0.287,0.2174,0.0141,1.0,0.8333,0.0,1.9138,1.3617,0.699,-0.7826,0.0315,0.223,Other_Faults,3.8333333333333335,3.2857142857142856,18,130.44578313253012,0.15471698113207547,3
1338,1350,1313692,1313714.0,126,32.0,24,16734.0,125,143,1630,1,0,100,0.3436,0.5227,0.5454,0.0074,0.375,0.9167,1.0,2.1004,1.0792,1.3424,0.4545,0.0376,0.4366,Other_Faults,0.5217391304347826,1.28,18,131.76377952755905,0.12292682926829268,3
607,611,210504,210509.0,18,4.0,5,2034.0,102,124,1694,1,0,100,0.7167,0.1,0.8,0.0024,1.0,1.0,1.0,1.2553,0.6021,0.699,0.2,-0.1172,0.1322,Other_Faults,0.6666666666666666,0.6666666666666666,22,107.05263157894737,1.0588235294117647,3
62,75,424657,424662.0,35,13.0,6,4606.0,125,143,1362,0,1,140,0.091,0.4615,0.3846,0.0095,1.0,0.8333,0.0,1.5441,1.1139,0.699,-0.6154,0.0281,0.1706,Other_Faults,2.1666666666666665,1.8571428571428572,18,127.94444444444444,0.20588235294117646,3
155,187,673270,673281.0,129,50.0,25,16937.0,123,141,1354,0,1,50,0.2289,0.6335,0.3438,0.0236,0.64,0.44,0.0,2.1106,1.5051,1.0414,-0.6563,0.0257,0.5822,Other_Faults,2.6666666666666665,1.9230769230769231,18,130.2846153846154,0.05157936825269892,3
754,772,739337,739349.0,90,28.0,20,9057.0,91,111,1353,1,0,50,0.8588,0.5833,0.6667,0.0133,0.6429,0.6,0.0,1.9542,1.2553,1.0792,-0.3333,-0.2138,0.3601,Other_Faults,1.3846153846153846,1.3333333333333333,20,99.52747252747253,0.11464968152866242,3
552,597,1211332,1211367.0,824,100.0,61,93355.0,100,134,1694,1,0,80,0.6517,0.4768,0.7778,0.0266,0.45,0.5738,0.0,2.9159,1.6532,1.5441,-0.2222,-0.1149,0.9998,Other_Faults,1.25,1.6129032258064515,34,113.15757575757576,0.08239176082391761,3
526,676,1470973,1471038.0,1929,187.5,116,193244.5,109,164,1692,1,0,80,0.6217,0.8011,0.4333,0.04885,0.7813,0.5603,0.0,3.2876,2.1761,1.8129,-0.5667,-0.0336,1.0,Other_Faults,2.272727272727273,1.6025641025641026,55,100.12668393782383,0.0548677726500224,3
741,756,614880,614919.0,392,19.0,39,40498.0,77,127,1360,1,0,140,0.8882,0.3299,0.3846,0.011,0.7895,1.0,1.0,2.5933,1.1761,1.5911,0.6154,-0.1929,0.8682,Other_Faults,0.375,0.475,50,103.04834605597965,1.0828729281767955,3
132,148,682028,682128.0,836,38.0,101,86830.0,80,129,1360,1,0,140,0.1941,0.4775,0.16,0.0118,0.4211,0.9901,1.0,2.9222,1.2041,2.0,0.84,-0.1886,0.9998,Other_Faults,0.15841584158415842,0.37254901960784315,49,103.73954599761052,0.5785467128027681,3
1288,1302,1388373,1388398.0,159,25.0,29,18514.0,105,128,1687,1,0,80,0.4564,0.5457,0.56,0.0083,0.56,0.8621,1.0,2.2014,1.1461,1.3979,0.44,-0.0903,0.5789,Other_Faults,0.5384615384615384,0.8333333333333334,23,115.7125,0.2539936102236422,3
214,226,238008,238020.0,113,12.0,12,11369.0,86,115,1687,1,0,80,0.2537,0.2153,1.0,0.0071,1.0,1.0,0.5,2.0531,1.0792,1.0792,0.0,-0.214,0.2583,Other_Faults,0.9230769230769231,0.9230769230769231,29,99.7280701754386,0.7793103448275862,3
656,666,336137,336152.0,114,10.0,15,11618.0,77,122,1687,1,0,80,0.7777,0.24,0.6667,0.0059,1.0,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.2038,0.266,Other_Faults,0.625,0.625,45,101.02608695652174,1.1287128712871286,3
507,517,399348,399363.0,116,10.0,15,11910.0,75,123,1687,1,0,80,0.6011,0.2267,0.6667,0.0059,1.0,1.0,1.0,2.0645,1.0,1.1761,0.3333,-0.1979,0.266,Other_Faults,0.625,0.625,48,101.7948717948718,1.1485148514851484,3
530,538,508200,508224.0,169,9.0,24,18067.0,87,127,1687,1,0,80,0.6283,0.1198,0.3333,0.0047,0.8889,1.0,1.0,2.2279,0.9031,1.3802,0.6667,-0.1648,0.3241,Other_Faults,0.32,0.36,40,106.2764705882353,2.0609756097560976,3
1112,1133,808169,808480.0,1929,130.0,188,193244.5,65,122,1687,1,0,80,0.6568,0.4514,0.0675,0.0125,0.1615,0.9905,1.0,3.5543,1.3222,2.4928,0.9325,-0.2371,1.0,Other_Faults,0.0673076923076923,0.6878306878306878,57,100.12668393782383,0.11413525826874149,3
0,20,843312,843472.0,1613,104.0,172,144769.0,72,104,1687,1,0,80,0.0,0.4959,0.125,0.0119,0.1923,0.9302,1.0,3.2076,1.301,2.2041,0.875,-0.2988,1.0,Other_Faults,0.12422360248447205,0.6011560693641619,32,89.69578686493185,0.1491171304428215,3
0,12,864919,865043.0,745,42.0,125,55239.0,56,100,1687,1,0,80,0.0,0.4993,0.0968,0.0071,0.2857,0.992,1.0,2.8722,1.0792,2.0934,0.9032,-0.38760000000000006,0.9996,Other_Faults,0.096,0.3333333333333333,44,74.04691689008042,0.42209631728045327,3
0,21,881709,881856.0,1929,68.0,162,144252.0,56,100,1687,1,0,80,0.0,0.3686,0.1429,0.0125,0.3088,0.9074,1.0,3.2898,1.3222,2.1673,0.8571,-0.38760000000000006,1.0,Other_Faults,0.14189189189189189,0.4171779141104294,44,74.7419689119171,0.4170810810810811,3
649,661,911696,911833.0,806,61.0,140,87496.0,83,132,1687,1,0,80,0.7694,0.5097,0.0876,0.0071,0.1967,0.9786,1.0,2.9063,1.0792,2.1367,0.9124,-0.1519,0.9999,Other_Faults,0.08695652173913043,0.4326241134751773,49,108.42131350681537,0.21655024180548094,3
0,9,950080,950188.0,709,39.0,108,68984.0,81,110,1687,1,0,80,0.0,0.2706,0.0833,0.0053,0.2308,1.0,1.0,2.8507,0.9542,2.0334,0.9167,-0.2399,0.9886,Other_Faults,0.08256880733944955,0.3577981651376147,29,97.16056338028169,0.46583442838370565,3
0,14,971696,971813.0,949,43.0,118,76361.0,59,106,1687,1,0,80,0.0,0.4206,0.1197,0.0083,0.3256,0.9915,1.0,2.9773,1.1461,2.0682,0.8803,-0.3714,0.9999,Other_Faults,0.11864406779661017,0.36134453781512604,47,80.38,0.512972972972973,3
0,14,990037,990193.0,1183,80.0,162,91488.0,57,101,1687,1,0,80,0.0,0.4583,0.0897,0.0083,0.175,0.963,1.0,3.073,1.1461,2.1931,0.9103,-0.38760000000000006,1.0,Other_Faults,0.08917197452229299,0.49079754601226994,44,77.27027027027027,0.18481487267614435,3
0,14,1007200,1007319.0,996,45.0,120,78978.0,59,106,1687,1,0,80,0.0,0.4022,0.1177,0.0083,0.3111,0.9917,1.0,2.9983,1.1461,2.0756,0.8824,-0.3805,0.9999,Other_Faults,0.11666666666666667,0.371900826446281,47,79.21564694082247,0.491609081934847,3
0,14,1030360,1030463.0,754,55.0,106,61497.0,63,106,1687,1,0,80,0.0,0.4771,0.1359,0.0083,0.2546,0.9717,1.0,2.8774,1.1461,2.0128,0.8641,-0.3628,0.9995,Other_Faults,0.1346153846153846,0.514018691588785,43,81.45298013245034,0.24917382683410444,3
0,14,1041924,1042036.0,862,37.0,113,69375.0,63,101,1687,1,0,80,0.0,0.4503,0.125,0.0083,0.3784,0.9912,1.0,2.9355,1.1461,2.0492,0.875,-0.3712,0.9998,Other_Faults,0.12389380530973451,0.32456140350877194,38,80.38818076477405,0.6291970802919709,3
1289,1301,1132484,1132492.0,61,16.0,13,7145.0,105,127,1687,1,0,80,0.4576,0.3646,0.6667,0.0071,0.75,0.6154,0.0,1.7853,1.0792,0.9031,-0.3333,-0.0849,0.2018,Other_Faults,1.3333333333333333,1.1428571428571428,22,115.24193548387096,0.23735408560311283,3
1598,1607,2932024,2932064.0,169,34.0,43,17673.0,85,120,1687,1,0,80,0.0948,0.5306,0.225,0.0053,0.2647,0.9302,1.0,2.2279,0.9542,1.6021,0.775,-0.183,0.5951,Other_Faults,0.21951219512195122,0.7727272727272727,35,103.95882352941176,0.14606741573033707,3
196,209,652754,652766.0,54,22.0,22,6470.0,110,129,1467,1,0,100,0.2672,0.6539,0.9231,0.0089,0.5909,0.5454,0.0,1.7324,1.1139,1.0792,-0.0769,-0.064,0.2739,Other_Faults,1.0,0.9565217391304348,19,117.63636363636364,0.11134020618556702,3
702,725,1715826,1715848.0,333,28.0,27,35740.0,91,123,1623,1,0,100,0.8651,0.3419,0.9565,0.0142,0.8214,0.8148,0.0,2.5224,1.3617,1.3424,-0.0435,-0.1615,0.7955,Other_Faults,1.0,1.0,32,107.0059880239521,0.42420382165605097,3
436,453,1120537,1120571.0,369,18.0,34,41469.0,52,148,1687,0,1,140,0.5169,0.3616,0.5,0.0101,0.9444,1.0,1.0,2.567,1.2305,1.5315,0.5,-0.122,0.8627,Other_Faults,0.4857142857142857,0.5142857142857142,96,112.07837837837837,1.1353846153846154,3
844,868,71768,71798.0,360,52.0,48,45627.0,113,141,1687,0,1,140,0.971,0.5,0.8,0.0142,0.4615,0.625,1.0,2.5563,1.3802,1.4771,0.2,-0.0098,0.9419,Other_Faults,0.7741935483870968,1.0612244897959184,28,126.39058171745152,0.133086876155268,3
419,427,261033,261064.0,185,15.0,31,20399.0,97,124,1687,0,1,140,0.4967,0.254,0.2581,0.0047,0.5333,1.0,1.0,2.2672,0.9031,1.4914,0.7419,-0.1386,0.4106,Other_Faults,0.25,0.46875,27,109.67204301075269,0.8185840707964602,3
721,732,4750803,4750788.5,226,12.0,27,24102.0,84,133,1373,0,1,40,0.9337,0.2391,0.4074,0.008,0.9167,1.0,1.0,2.3541,1.0414,1.4314,0.5926,-0.1668,0.4913,Other_Faults,-0.8148148148148148,0.42857142857142855,49,106.1762114537445,1.5586206896551724,3
15,149,2278497,2278909.0,1929,187.5,188,193244.5,19,134,1387,0,1,40,0.0216,0.3238,0.3252,0.04885,0.1476,0.4563,1.0,4.5721,2.1271,2.6149,0.6748,-0.1801,1.0,Other_Faults,0.324455205811138,0.9920634920634921,115,100.12668393782383,0.0548677726500224,3
1269,1290,340471,340499.0,230,41.0,42,20570.0,82,101,1353,0,1,70,0.0931,0.6088,0.75,0.0155,0.5122,0.6667,1.0,2.3617,1.3222,1.4472,0.25,-0.3013,0.8705,Other_Faults,0.7241379310344828,0.9534883720930233,19,89.04761904761905,0.1367419738406659,3
1176,1208,360880,360936.0,1467,37.0,68,146487.0,83,124,1353,0,1,70,0.2143,0.1814,0.5714,0.0236,0.8649,0.8235,1.0,3.1664,1.5051,1.7482,0.4286,-0.2199,0.9999,Other_Faults,0.5614035087719298,0.5362318840579711,41,99.78678474114442,1.070802919708029,3
1152,1178,371477,371575.0,1283,109.0,118,160146.0,110,136,1353,0,1,70,0.2587,0.4965,0.2653,0.0192,0.2385,0.8305,1.0,3.1082,1.415,1.9912,0.7347,-0.0248,1.0,Other_Faults,0.26262626262626265,0.9159663865546218,26,124.72429906542057,0.10797845480558828,3
1299,1305,385532,385557.0,107,13.0,26,10888.0,96,111,1353,0,1,70,0.071,0.2867,0.24,0.0044,0.4615,0.9615,1.0,2.0294,0.7782,1.3979,0.76,-0.205,0.266,Other_Faults,0.23076923076923078,0.48148148148148145,15,100.81481481481481,0.6294117647058823,3
1331,1344,397980,398111.0,788,67.0,137,65200.0,61,100,1353,0,1,70,0.0133,0.5373,0.0992,0.0096,0.194,0.9562,1.0,2.8965,1.1139,2.1173,0.9008,-0.3536,0.9999,Other_Faults,0.09848484848484848,0.4855072463768116,39,82.6362484157161,0.1755011135857461,3
1064,1079,406616,406673.0,419,40.0,60,44609.0,97,119,1353,0,1,70,0.405,0.5099,0.2632,0.0111,0.375,0.95,1.0,2.6222,1.1761,1.7559,0.7368,-0.1682,0.9755,Other_Faults,0.25862068965517243,0.6557377049180327,22,106.21190476190476,0.2617114303560275,3
1258,1270,422864,422886.0,184,21.0,24,16987.0,85,103,1353,0,1,70,0.1227,0.303,0.5454,0.0089,0.5714,0.9167,1.0,2.2648,1.0792,1.3424,0.4545,-0.2787,0.4366,Other_Faults,0.5217391304347826,0.84,18,91.82162162162162,0.416289592760181,3
1155,1172,430639,430674.0,260,34.0,42,27974.0,96,119,1353,0,1,70,0.2675,0.563,0.4857,0.0126,0.5,0.8333,1.0,2.415,1.2305,1.5441,0.5143,-0.1594,0.8756,Other_Faults,0.4722222222222222,0.7906976744186046,23,107.1800766283525,0.2247191011235955,3
1111,1130,2527319,2527390.0,747,62.0,72,76627.0,85,127,1280,1,0,100,0.2344,0.4463,0.2676,0.0148,0.3065,0.9861,1.0,2.8733,1.2787,1.8513,0.7324,-0.1986,0.9991,Other_Faults,0.2638888888888889,0.8493150684931506,42,102.44251336898395,0.1942782834850455,3
1495,1560,123779,123815.0,1002,97.0,64,99456.0,87,116,1633,0,1,140,0.0894,0.5718,0.5538,0.0398,0.6701,0.5625,0.0,3.0009,1.8129,1.5563,-0.4462,-0.2245,1.0,Other_Faults,1.7567567567567568,1.4923076923076923,29,99.15852442671984,0.10648246546227418,3
1440,1450,220121,220146.0,138,17.0,25,16548.0,101,133,1633,0,1,140,0.2241,0.448,0.4,0.0061,0.5882,1.0,1.0,2.1399,1.0,1.3979,0.6,-0.0632,0.4138,Other_Faults,0.38461538461538464,0.6538461538461539,32,119.05035971223022,0.47586206896551725,3
1287,1302,3204829,3204845.0,191,17.0,16,20590.0,67,133,1627,0,1,40,0.3995,0.2042,0.9375,0.0092,0.8824,1.0,1.0,2.281,1.1761,1.2041,0.0625,-0.1578,0.3977,Other_Faults,0.8823529411764706,1.0,66,107.23958333333333,0.6586206896551724,3
1117,1154,1194359,1194414.0,1055,69.0,56,110262.0,72,125,1687,1,0,80,0.6319,0.4816,0.6727,0.0219,0.5362,0.9821,1.0,3.0233,1.5682,1.7404,0.3273,-0.1835,1.0,Other_Faults,0.6607142857142857,1.2105263157894737,53,104.41477272727273,0.22154556908861822,3
1376,1384,3467552,3467567.0,64,14.0,15,6761.0,91,116,1690,1,0,60,0.3621,0.4667,0.5333,0.0047,0.5714,1.0,1.0,1.8062,0.9031,1.1761,0.4667,-0.1747,0.2288,Other_Faults,0.5,0.875,25,104.01538461538462,0.3248730964467005,3
88,106,327251,327262.0,109,18.0,11,11746.0,100,119,1692,1,0,70,0.104,0.4495,0.6111,0.0106,1.0,1.0,0.0,2.0374,1.2553,1.0414,-0.3889,-0.1581,0.3329,Other_Faults,1.5,1.5,19,106.78181818181818,0.3353846153846154,3
844,853,407114,407124.0,63,10.0,10,6207.0,78,114,1690,1,0,70,0.9905,0.3,0.9,0.0053,0.9,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.2303,0.1954,Other_Faults,0.8181818181818182,0.9090909090909091,36,96.984375,0.6237623762376238,3
1333,1343,1638648,1638668.0,147,22.0,20,15513.0,91,127,1690,1,0,70,0.4107,0.265,0.5,0.0059,0.4545,1.0,1.0,2.1673,1.0,1.301,0.5,-0.1755,0.3359,Other_Faults,0.47619047619047616,1.0476190476190477,36,104.81756756756756,0.3030927835051546,3
1110,1118,2817680,2817695.0,77,11.0,15,8602.0,98,125,1692,1,0,70,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288,Other_Faults,0.5,0.6875,27,110.28205128205128,0.6311475409836066,3
787,798,2887288,2887307.0,137,21.0,19,15397.0,95,131,1690,1,0,70,0.9314,0.3445,0.5789,0.0065,0.5238,1.0,1.0,2.1367,1.0414,1.2787,0.4211,-0.122,0.3494,Other_Faults,0.55,1.05,36,111.57246376811594,0.30995475113122173,3
974,985,3149617,3149629.0,101,15.0,12,10160.0,66,133,1692,1,0,70,0.8357,0.2349,0.9167,0.0065,0.7333,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.2141,0.2432,Other_Faults,0.8461538461538461,1.1538461538461537,67,99.6078431372549,0.4469026548672566,3
1420,1595,23288,23316.0,1929,179.0,42,193244.5,66,159,1688,1,0,70,0.1102,0.4322,0.16,0.04885,0.9776,0.6667,0.0,3.4444,2.243,1.4472,-0.84,-0.0596,1.0,Other_Faults,6.0344827586206895,4.162790697674419,93,100.12668393782383,0.06020223456713064,3
451,480,683320,683341.0,293,50.0,29,41492.0,133,151,1364,1,0,70,0.6613,0.5189,0.7241,0.0213,0.58,0.7241,0.0,2.4669,1.4624,1.3222,-0.2759,0.1063,0.8854,Other_Faults,1.3181818181818181,1.6666666666666667,18,141.12925170068027,0.1171531387445022,3
534,545,756916,756929.0,78,20.0,13,10621.0,129,148,1364,1,0,70,0.783,0.4545,0.8461,0.0081,0.55,1.0,1.0,1.8921,1.0414,1.1139,0.1539,0.0638,0.257,Other_Faults,0.7857142857142857,1.4285714285714286,19,134.44303797468353,0.19451371571072318,3
515,537,833989,833995.0,74,26.0,10,10476.0,129,151,1364,1,0,70,0.7551,0.4394,0.2727,0.0161,0.8461,0.6,0.0,1.8692,1.3424,0.7782,-0.7273,0.106,0.2432,Other_Faults,3.142857142857143,2.3636363636363638,22,139.68,0.10930576070901034,3
354,467,903537,903631.0,1929,187.5,119,193244.5,16,125,1364,1,0,70,0.5191,0.4333,0.8319,0.04885,0.5355,0.7899,0.0,3.7795,2.0531,1.9731,-0.1681,-0.2972,1.0,Other_Faults,1.1894736842105262,1.5625,109,100.12668393782383,0.0548677726500224,3
43,55,1230580,1230589.0,83,14.0,10,9452.0,101,127,1650,1,0,70,0.0521,0.2315,0.75,0.0073,0.8571,0.9,0.0,1.9191,1.0792,0.9542,-0.25,-0.1103,0.215,Other_Faults,1.2,1.2727272727272727,26,112.52380952380952,0.4213197969543147,3
877,888,1252347,1252357.0,72,13.0,10,8537.0,97,133,1650,1,0,70,0.9236,0.3455,0.9091,0.0067,0.8461,1.0,0.0,1.8573,1.0414,1.0,-0.0909,-0.0737,0.2173,Other_Faults,1.0,1.1818181818181819,36,116.94520547945206,0.4235294117647059,3
474,486,1352048,1352060.0,73,14.0,12,7241.0,86,118,1652,1,0,70,0.5738,0.4931,1.0,0.0073,0.8571,1.0,0.5,1.8633,1.0792,1.0792,0.0,-0.2251,0.2583,Other_Faults,0.9230769230769231,1.0769230769230769,32,97.85135135135135,0.37055837563451777,3
